id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11728971,Luxury apartment with sea view,54576371,Allan,,Ward 54,-33.91986,18.39156,Entire home/apt,3902,4,1,2017-01-02,0.04,1,129
11732604,Savour Sea Views at a Mountain Home in Camps Bay,25122328,Esta-Marita,,Ward 54,-33.95601,18.38745,Entire home/apt,9006,3,13,2019-04-07,0.42,19,318
11735075,Gorgeous Garden Cottage,62421139,Shani,,Ward 74,-34.01296,18.38839,Entire home/apt,1203,2,28,2019-04-04,0.93,2,286
11744796,Cosy loft house open plan,62353433,Anita,,Ward 61,-34.15708,18.427,Entire home/apt,1245,1,0,,,1,365
11745499,Idyllic Mountainside Retreat,7761103,David,,Ward 74,-34.01224,18.40143,Entire home/apt,2154,2,17,2019-03-26,0.61,6,360
11748874,Modern luxury apartment Sea Point,22191326,Nicola,,Ward 115,-33.90985,18.39746,Entire home/apt,797,2,36,2019-04-01,0.96,1,336
11750427,The Grey Dove Studio Apartment,62520890,Beverley,,Ward 5,-33.86696,18.53611,Entire home/apt,350,4,0,,,1,363
11753476,Glorious space & rooftop terrace,48545727,Josie,,Ward 54,-33.92043,18.38538,Entire home/apt,2000,5,2,2019-03-30,0.05,1,0
11753633,Knights Bridge Seaside Guest Suite in Llandudno,57151520,Andrew & Penny,,Ward 74,-34.00981,18.33977,Entire home/apt,1650,1,57,2019-03-31,1.53,2,263
11760886,J's Audacious Living West Beach Self Catering,62591815,Erna,,Ward 23,-33.81102,18.4728,Entire home/apt,3496,1,10,2019-02-09,0.28,3,347
11762777,Beautiful sun-filled house in Obs,16865230,Clemence,,Ward 57,-33.93715,18.47039,Entire home/apt,839,14,0,,,2,0
11763085,Family Home in Upper Constantia - own water supply,25888032,Robert,,Ward 62,-34.01206,18.44143,Entire home/apt,3804,7,1,2016-12-30,0.04,1,314
11764608,Family friendly home,62617383,Ryan,,Ward 58,-33.9801,18.48784,Entire home/apt,951,3,4,2018-04-01,0.16,1,0
11765587,401 Holyrood Apartment,62622985,Benjamin,,Ward 115,-33.92976,18.41073,Entire home/apt,406,7,21,2019-01-12,0.56,1,346
11782258,Tranquil family home,62738589,Julie,,Ward 74,-34.03402,18.36186,Entire home/apt,1049,5,0,,,1,0
11783958,Self catering beach cottage.,62750810,Elize,,Ward 100,-34.15128,18.86009,Entire home/apt,951,2,31,2019-02-01,0.83,1,331
11784065,Mountain Rise - spectacular mountain and sea views,62751718,Barbara,,Ward 61,-34.19946,18.37906,Entire home/apt,4951,7,5,2019-02-27,0.13,3,79
11788967,Island View,26707199,Marius And Michelle,,Ward 23,-33.81045,18.47237,Entire home/apt,951,2,8,2018-02-28,0.29,1,363
11797800,Indigo Sky - Panoramic Ocean Views,8444983,Greg,,Ward 54,-33.92822,18.38624,Entire home/apt,5999,3,25,2019-03-23,0.85,2,362
11803091,Deluxe Bedroom with en-suite bathro,54158669,Anet,,Ward 73,-34.03604,18.46124,Private room,643,2,1,2016-12-16,0.04,2,312
11803855,Chic boutique apt in new Hotel +breathtaking views,27415106,Craig,,Ward 115,-33.92149,18.42464,Entire home/apt,1902,2,18,2018-11-08,0.48,1,238
11804647,stunning large room garden setting,62869734,Karin,,Ward 62,-34.00572,18.43192,Private room,643,2,4,2018-02-12,0.25,2,364
11805662,Super Views/Relaxed Holiday Living/Plenty of Water,22708401,Boyana,,Ward 74,-34.03953,18.36406,Entire home/apt,5006,5,2,2018-01-03,0.08,7,0
11806140,Lovely high-ceilinged room,62646062,Mariette,,Ward 4,-33.84913,18.51223,Private room,350,1,0,,,1,0
11806575,Stunning bedroom in garden setting,62869734,Karin,,Ward 62,-34.00745,18.43369,Private room,503,1,0,,,2,365
11806771,Tranquil garden cottage,16598821,Jane,,Ward 62,-34.01518,18.43162,Entire home/apt,1398,2,31,2019-02-25,0.84,1,289
11807374,SEAFRONT PENTHOUSE IN BANTRY BAY,38757881,Kenneth,,Ward 54,-33.93317,18.37869,Entire home/apt,3147,4,0,,,2,0
11807424,Comfort. Space. Location.,14917467,Gareth,,Ward 115,-33.92867,18.41557,Entire home/apt,783,2,80,2019-04-02,2.14,4,168
11807572,"Duiker Drive Cottage, Kommetjie",62882999,Gerald,,Ward 61,-34.1379,18.33081,Entire home/apt,1804,14,2,2017-03-02,0.05,1,0
11807624,Stunning Camps Bay views,20506245,Mary,,Ward 54,-33.95591,18.38716,Entire home/apt,2405,4,14,2019-01-09,0.38,1,288
11808154,Just Like Home - Blouberg Cottage,62891275,Natalie,,Ward 23,-33.80315,18.47751,Entire home/apt,1203,2,12,2018-02-05,0.39,2,45
11810633,Family home in Vredehoek / Gardens,46484168,Andrea,,Ward 77,-33.9356,18.42054,Entire home/apt,3538,10,2,2018-01-06,0.07,1,321
11810788,"Historical home - Tower Room Suite 2, Kenilworth",44243381,Karin,,Ward 59,-33.99348,18.46137,Private room,1566,2,1,2017-01-01,0.04,3,88
11811690,Modern 2 Bed Sea Point Aparthotel | The Verge,27980864,Totalstay,,Ward 54,-33.91642,18.38941,Private room,2098,1,10,2019-02-15,0.64,53,329
11812753,Classic 1 Bed Sea Point Apartment | The Verge,27980864,Totalstay,,Ward 54,-33.91609,18.39054,Private room,1552,1,10,2018-09-23,0.39,53,359
11813119,Luxurious 1 Bed Sea Point Apartment | The Verge,27980864,Totalstay,,Ward 54,-33.91683,18.38862,Private room,1706,1,2,2019-01-25,0.26,53,354
11813282,Clifton-on-First Beach,62919757,Deon,,Ward 54,-33.93513,18.37954,Entire home/apt,2503,7,3,2019-03-19,0.11,1,203
11813318,Luxurious 2 Bed Sea Point Apartment | The Verge,27980864,Totalstay,,Ward 54,-33.91686,18.39045,Private room,2349,1,31,2019-01-18,1.94,53,355
11815437,"Somerset West walk to heritage site, winery, golf",35359219,Katherine,,Ward 84,-34.0755,18.88102,Entire home/apt,2000,7,2,2017-03-13,0.06,3,362
11817425,Stylish self catering unit,62943026,Charnette,,Ward 21,-33.857,18.65523,Entire home/apt,797,1,0,,,1,0
11817760,Urban city living at it's best!,50716108,Jan & Talia,,Ward 115,-33.92107,18.41942,Entire home/apt,1398,2,5,2017-02-23,0.13,2,0
11819415,Bonsai  Villa/2 minutes to the beach,41792387,Rob And Claire,,Ward 74,-34.03949,18.34373,Entire home/apt,7496,8,0,,,34,179
11819918,Slangkop Views - Garden Cottage with Sea Views,2280049,Catherine,,Ward 69,-34.13813,18.38512,Private room,755,2,0,,,2,179
11820291,"Beautiful home, central+quiet",49144711,Stuart And Sam,,Ward 59,-33.96708,18.46238,Entire home/apt,3496,7,2,2017-01-04,0.05,2,0
11820383,Talana Cottage,59547296,Meryl,,Ward 59,-33.98467,18.45454,Entire home/apt,853,1,6,2019-02-20,0.16,2,358
11828536,Dreamers Cove Rooftop Suite Camps Bay,61594674,Melanie,,Ward 54,-33.96719,18.37493,Entire home/apt,1343,2,15,2019-03-24,0.52,1,357
11828983,"Villa Views, Oranjezicht, Cape Town",63020111,Graeme & Shirley,,Ward 77,-33.94237,18.40774,Entire home/apt,7496,7,0,,,1,0
11831193,Stunning Seafront Apartment,29047749,Chantel,,Ward 83,-34.10459,18.81891,Entire home/apt,1203,2,4,2019-03-31,0.36,11,358
11834404,Small bedroom in a neat cottage,63051868,Alan,,Ward 102,-33.85445,18.68903,Private room,643,1,0,,,1,0
11838756,Spacious studio apartment in Cape Town,46453316,Jaco,,Ward 54,-33.91449,18.39221,Entire home/apt,573,3,2,2017-07-19,0.06,1,0
11838812,Funky brand new upmarket apartment,37772063,Max,,Ward 115,-33.91094,18.41126,Entire home/apt,573,2,70,2019-03-23,1.98,9,345
11840613,Camps Bay Village (Central Dr),63087440,Ansie,,Ward 54,-33.95566,18.37763,Private room,797,3,45,2019-01-17,1.22,1,292
11845792,"Villa Nicola, Camps Bay",19675508,Jennifer,,Ward 54,-33.95879,18.38806,Entire home/apt,9999,1,0,,,19,0
11846724,The Cottage @ Sun Valley,63128575,Sally,,Ward 62,-34.00649,18.43469,Entire home/apt,1049,2,37,2019-03-22,0.99,1,340
11849106,The Wild Pepper Cottage,63145115,Naasif & Kulthum,,Ward 53,-33.92162,18.53311,Private room,280,2,0,,,1,0
11853657,Avant Garde -Spacious Loft Aparment,54450663,Henry,,Ward 115,-33.92177,18.42391,Entire home/apt,755,5,0,,,1,0
11854446,"The Beach House, Llandudno",49010285,David,,Ward 74,-34.01186,18.33954,Entire home/apt,5006,7,1,2018-01-11,0.06,1,114
11855300,Family Home on Southern Cross Drive,63190140,Deidre,,Ward 62,-34.01647,18.43898,Entire home/apt,2503,2,34,2019-04-03,1.17,2,258
11855898,Walk to Beach and close to amenties,63192761,Margaret,,Ward 107,-33.81775,18.48538,Private room,755,1,0,,,1,365
11856351,Pleasant Ways - Seapoint Promenade Beach,60015601,Sam,,Ward 54,-33.91617,18.38768,Entire home/apt,1007,2,12,2019-04-01,0.43,1,98
11856911,SHIVA,63198395,Nadegé,,Ward 55,-33.89488,18.48959,Entire home/apt,1007,2,8,2019-04-09,0.29,1,365
11858331,Newly renovated garden apartment,3331267,Sheryl,,Ward 55,-33.87744,18.49156,Entire home/apt,881,2,2,2018-01-04,0.07,1,365
11858469,Quaint Private Cottage,63207427,Tammy,,Ward 73,-34.03437,18.45068,Entire home/apt,601,2,2,2019-03-04,0.97,2,178
11858874,"Stylish, Beautiful Views Apartment near Table Mountain",18315720,Nick,,Ward 77,-33.93359,18.39882,Entire home/apt,2615,5,4,2018-12-31,0.13,1,72
11859860,Belvedere on Barkley - Rose Suite,4812503,June,,Ward 58,-33.96129,18.47904,Entire home/apt,895,2,7,2019-03-18,0.19,2,314
11861720,THE LOFTHOUSE,57918373,Alicia,,Ward 4,-33.84886,18.49014,Entire home/apt,601,1,18,2019-04-11,1.09,2,343
11863594,Well located modern Inn,61689832,Diamond,,Ward 54,-33.92096,18.38106,Private room,545,1,3,2018-12-23,0.09,5,347
11866176,Private Double Bedroom near the UTC,7018640,Ayla,,Ward 57,-33.94682,18.46915,Private room,280,2,0,,,1,0
11878287,Well located modern Inn,61689832,Diamond,,Ward 54,-33.92215,18.38185,Private room,545,1,3,2016-09-25,0.08,5,360
11878315,Well located modern Inn,61689832,Diamond,,Ward 54,-33.92059,18.38264,Private room,601,1,6,2016-09-10,0.16,5,360
11878912,Guineafowl Cottage,63339056,Melinda,,Ward 15,-34.07282,18.84205,Entire home/apt,629,2,0,,,1,360
11879046,Perfectly Located Penthouse,29375597,Matt,,Ward 115,-33.90915,18.40073,Entire home/apt,5594,5,2,2017-01-04,0.05,1,358
11881780,Spacious Apartment with City and Mountain Views,25735802,Viljoen,,Ward 77,-33.92773,18.40665,Entire home/apt,2895,7,9,2019-01-05,0.34,1,117
11882701,Strand Beach Lodge a luxury villa on the beach!,63316259,Annemé,,Ward 86,-34.1287,18.83704,Entire home/apt,5496,2,5,2018-08-26,0.19,5,241
11887076,In The Heartbeat of Green Point,31722828,Andrew,,Ward 115,-33.91109,18.41307,Entire home/apt,797,2,109,2019-04-11,2.93,16,150
11888609,Charming Tuscan style home,63384251,Rina,,Ward 84,-34.09287,18.8615,Entire home/apt,1119,5,0,,,1,180
11889644,"Casa vue ,great views ,  trendy area , greenpoint",63403205,Manuela,,Ward 115,-33.91356,18.41139,Entire home/apt,2503,2,5,2019-01-04,0.64,2,359
11889870,"Views,designer chicboho ,central, wind protected",63403205,Manuela,,Ward 115,-33.91216,18.41367,Entire home/apt,4251,7,71,2019-03-06,1.94,2,77
11895571,Tranquil relaxing holiday home,63445611,Faye,,Ward 112,-33.83069,18.636,Entire home/apt,1203,3,5,2017-12-27,0.14,1,363
11895660,West Coast Home,4261654,Gary,,Ward 23,-33.72529,18.44492,Entire home/apt,1804,3,0,,,1,178
11896249,Theunissen House,61218735,Shireen,,Ward 11,-33.92595,18.6949,Private room,1804,3,0,,,1,364
11896804,"Room in sunny, peaceful apartment - wifi, parking",63454227,Jason,,Ward 62,-34.01088,18.46652,Private room,182,1,10,2019-01-25,0.32,1,0
11897017,301AV-1 Bedr apt in Sea Point,3886732,Koos,,Ward 54,-33.91071,18.39354,Entire home/apt,951,2,2,2018-01-29,0.06,53,360
11897490,Townhouse  Green Point,50996388,Diane Vol,,Ward 115,-33.90814,18.41086,Entire home/apt,909,3,0,,,1,0
11898292,Amazing Ocean and City Views,38916777,Tanja,,Ward 77,-33.93974,18.43334,Entire home/apt,5398,3,7,2019-01-08,0.25,1,362
11898659,Kosher apartment in Sea Point,63353778,Elana,,Ward 54,-33.91865,18.3886,Entire home/apt,1496,7,0,,,1,0
11899383,Constantia Sun relax and enjoy GC,63468452,Ilona,,Ward 62,-34.02435,18.41659,Entire home/apt,1496,2,0,,,2,365
11900058,Sausalito One Bedroom Apartment,3276038,Debra,,Ward 54,-33.91218,18.3919,Entire home/apt,1203,2,12,2019-04-13,0.77,4,327
11901913,Recharge and Relax in a Gorgeous Contemporary Loft in Historical De Waterkant,61205776,Jeanie,,Ward 115,-33.91704,18.41907,Entire home/apt,1398,2,74,2019-04-16,2.00,1,292
11903254,XL luxury family home Upper Kenilworth 1800sqm,3653467,Nicola,,Ward 59,-33.99761,18.46552,Entire home/apt,5006,10,2,2017-12-28,0.07,1,138
11910104,Sleeper Couch in Green Point,59419538,Jacques,,Ward 115,-33.91073,18.41644,Shared room,406,1,0,,,1,365
11913872,Large Private Suite in Sea Point/Fresnaye,63566694,Cheryl,,Ward 54,-33.92481,18.38698,Private room,406,2,58,2019-04-16,2.01,1,254
11914762,Bowers accomodation - Melkbosstrand,63572456,Thelma,,Ward 23,-33.69908,18.44404,Entire home/apt,1301,1,2,2019-02-23,0.73,1,365
11917247,"One Room in Rondebosch, Cape Town",63588767,Ahmed,,Ward 59,-33.9658,18.46765,Private room,643,1,1,2016-03-25,0.03,1,0
11917758,Sunny 2 bedroom duplex in Sea Point,46071358,Gary & Leti,,Ward 54,-33.91079,18.39424,Entire home/apt,755,3,15,2019-01-02,0.40,1,103
11919447,Large apartment with easy access,63602945,Wilna,,Ward 3,-33.89068,18.64572,Entire home/apt,895,2,0,,,1,365
11924395,"Autumn Specials, Modern Studio in Trendy Area!",61702552,Darren,,Ward 115,-33.91051,18.41444,Entire home/apt,545,2,52,2018-05-23,1.47,1,0
11932332,Craiglea Cape Town House,63693828,Charlotte,,Ward 62,-33.97917,18.45079,Entire home/apt,6517,7,0,,,1,339
11933841,**RECENTLY RENOVATED Central Studio Apartment,32411493,Kelsey,,Ward 115,-33.92145,18.41817,Entire home/apt,643,2,19,2019-02-26,0.52,1,0
11934976,"Kommetjie, Cape Town, South Africa",12544529,Florentien,,Ward 61,-34.13269,18.34199,Entire home/apt,2293,2,2,2018-01-02,0.13,1,0
11936352,Self/C apt.Sleeps 2 garden setting,63720111,Elizabeth,,Ward 113,-33.82166,18.50681,Private room,755,1,0,,,1,365
11936721,Central with spectacular views!,28739325,Xanthe,,Ward 115,-33.92647,18.41415,Entire home/apt,643,1,16,2019-04-04,0.46,1,291
11937812,Garden Cottage in Sun Valley.,63729777,Mark,,Ward 69,-34.12391,18.39399,Entire home/apt,545,2,20,2019-02-03,0.55,1,363
11938658,Bright sunny peaceful with en-suite,63735681,Jenni,,Ward 64,-34.13408,18.42252,Entire home/apt,448,1,40,2018-12-22,1.18,1,229
11941715,Stunning modern 1 bedroom unit,63755339,Gali & Julian,,Ward 54,-33.92785,18.38371,Entire home/apt,895,3,76,2019-03-10,2.46,4,312
11953179,NEWLANDS  STUDIO COTTAGE BOOK FOR SUMMER,77920,Alma Lalage,,Ward 62,-33.97499,18.44588,Entire home/apt,657,2,7,2019-01-03,0.24,3,14
11953737,"Seaside Stunner, Lagoon Beach, CT",63840960,Mark,,Ward 55,-33.8937,18.48165,Private room,406,1,36,2019-03-31,0.99,2,341
11954432,A quiet peaceful space in nature,63758121,Judy,,Ward 74,-34.01042,18.38583,Entire home/apt,1496,3,0,,,1,364
11959804,At the pool ... long lazy days,50623131,Michela,,Ward 69,-34.0983,18.38695,Entire home/apt,406,2,29,2019-04-11,0.78,6,345
11962622,"1 bed in cozy, modern apartment",63893285,Sash,,Ward 58,-33.98318,18.48205,Private room,224,1,0,,,1,0
11966485,"Garden apartment near kite beach.
Private & comfy.",36688092,Elizabeth And Graham,,Ward 23,-33.81179,18.474,Entire home/apt,475,5,7,2019-02-16,0.26,2,364
11967937,Cozy Tamboerskloof Cottage,63930434,Ruvan,,Ward 77,-33.92976,18.40401,Entire home/apt,1203,3,7,2019-03-31,0.23,1,363
11977384,La Vue Parfaite - the memory factory...,64003901,Anthony,,Ward 100,-34.16019,18.87893,Entire home/apt,503,2,7,2019-03-17,0.24,1,252
11978162,Lotus House Tranquil Guest Home,9099113,Claire,,Ward 63,-34.00285,18.47445,Entire home/apt,2028,365,0,,,5,358
11979268,"Chapman's Peak Penthouse, light & bright",2533116,Anita & Gerrie,,Ward 74,-34.04474,18.36106,Entire home/apt,1203,5,8,2019-03-31,0.29,6,293
11979307,Sun-kissed Haven – Luxurious & exclusively for you,63101051,Susan,,Ward 64,-34.09232,18.47589,Entire home/apt,1301,2,3,2018-01-08,0.11,1,365
11981120,New modern four bedroom home,60240443,Mark,,Ward 107,-33.79433,18.4808,Entire home/apt,1650,1,1,2018-12-04,0.22,1,362
11981295,"Large family home in Private Estate, Hout Bay CT",64031126,Kim,,Ward 74,-34.01894,18.38778,Entire home/apt,3496,7,8,2019-03-08,0.29,1,334
11982129,Bel Ombre' views,64037196,Jason,,Ward 62,-34.01479,18.42886,Entire home/apt,8503,14,0,,,1,358
11985229,Constantia Sun relax and enjoy (Suite),63468452,Ilona,,Ward 62,-34.02434,18.41451,Entire home/apt,1203,2,0,,,2,364
11986223,Antique Moon Garden Cottage,64065202,Michelle,,Ward 62,-34.0171,18.4297,Entire home/apt,727,2,79,2019-03-30,2.13,2,277
11995864,"Tree Tops, Camps Bay, Self Catering",64139531,Barry,,Ward 54,-33.95351,18.37844,Entire home/apt,1203,2,70,2019-04-10,1.91,2,253
11996992,Rondebosch Cottage,47247608,Pippa,,Ward 58,-33.97091,18.49035,Entire home/apt,448,90,1,2017-01-02,0.04,1,0
11999884,Lovely Seaside Flat (holiday or monthly),64165652,Christelle,,Ward 23,-33.70107,18.44198,Entire home/apt,1007,2,5,2019-02-04,0.17,1,0
12000362,"Number Two Camps Bay, Self catering",64139531,Barry,,Ward 54,-33.95382,18.37725,Entire home/apt,1007,2,58,2019-04-04,1.75,2,212
12000956,Comforts of Constantia Wine Country,3928548,Colin,,Ward 71,-34.04385,18.4322,Entire home/apt,1748,3,3,2017-04-15,0.08,2,178
12005259,Kick back & relax with a leisurely stay in Strand.,62927056,Evelyn,,Ward 83,-34.11362,18.82842,Entire home/apt,1007,1,1,2017-12-26,0.06,1,269
12007383,Victorian-style Home in the City.,52656221,Warren,,Ward 77,-33.92874,18.40338,Entire home/apt,4000,2,2,2018-01-01,0.07,1,297
12011910,Cozy Hideaway Cabin,9099113,Claire,,Ward 63,-34.00304,18.47389,Private room,392,3,3,2018-04-01,0.19,5,77
12012062,Seaside Cottage,44993868,Sue,,Ward 64,-34.13856,18.42719,Entire home/apt,489,1,32,2019-03-24,0.91,4,133
12012482,WAKE UP TO THE SOUND OF THE WAVES,64255928,Juzane,,Ward 23,-33.79971,18.46145,Entire home/apt,7006,10,0,,,1,365
12015732,Stay in Trendy Loft-Style Flat with Mountain Views,30146797,Helga,,Ward 57,-33.93191,18.46128,Entire home/apt,755,1,234,2019-04-14,6.28,4,158
12015863,Woodbine Contemporary Kalk Bay - Light | Spacious,64281958,Liane,,Ward 64,-34.13013,18.44657,Entire home/apt,2000,1,9,2019-01-12,0.24,2,0
12016253,Crescent Cottage,32057839,Penny,,Ward 69,-34.10173,18.3893,Entire home/apt,503,4,24,2018-09-19,0.66,4,165
12018650,African Views II,14468795,Ronald,,Ward 61,-34.19957,18.4478,Entire home/apt,713,3,13,2019-03-26,0.36,3,177
12020566,The Chapel at the House of Grace,20521343,Estée,,Ward 61,-34.19543,18.4406,Entire home/apt,1804,1,2,2018-01-01,0.11,5,363
12020981,"2 bedroom, Bright, Sunny, Spacious & plunge pool",64268870,Ian,,Ward 54,-33.92417,18.38283,Entire home/apt,420,3,8,2018-04-16,0.22,2,95
12030058,Beach front apartment in Sea Point,64188758,Myrna,,Ward 54,-33.9128,18.39093,Entire home/apt,35003,1,0,,,1,0
12030129,Ray's Home stay Room 2,64386119,Racheal,,Ward 54,-33.91586,18.39154,Private room,252,1,3,2019-03-30,0.09,2,244
12030476,Charming Comfy Sea Point Locale,13286229,Dale,,Ward 54,-33.91167,18.39356,Entire home/apt,853,2,33,2019-01-20,0.93,22,0
12030839,Super deal for a studio with pool,12378288,Valérie,,Ward 74,-34.03391,18.35701,Private room,755,5,2,2017-02-11,0.06,4,357
12031488,Long Cottage-The Stables- Newlands,64393807,Cathy,,Ward 59,-33.97402,18.45294,Entire home/apt,797,2,17,2019-04-16,0.47,2,281
12031983,"Neat, Cozy Apartment",12378288,Valérie,,Ward 74,-34.036,18.35746,Private room,755,5,1,2017-02-11,0.04,4,352
12033770,Bokaap private ensuite room,10601497,33 South,,Ward 57,-33.93995,18.46921,Private room,755,1,0,,,4,325
12034200,"Renovated, WIFI, Table Mtn Views, working pool",35641063,Rose,,Ward 115,-33.9153,18.41863,Entire home/apt,909,3,18,2019-02-22,0.49,10,311
12038684,House on beach CAPE TOWN Melkbosstrand,64334589,Andre,,Ward 23,-33.70214,18.44281,Entire home/apt,7006,3,1,2016-10-14,0.03,1,177
12044583,Special Cape Town family home,64491079,Brandon,,Ward 53,-33.93045,18.51045,Entire home/apt,2000,5,0,,,1,0
12044927,Cosy home in Obs,27830290,Nicole,,Ward 57,-33.93174,18.46753,Private room,294,2,0,,,1,0
12046645,Perfect View of Cape Town City - 29 Tanglewood cr,64504075,Air Fairys,,Ward 4,-33.87131,18.48968,Entire home/apt,6153,3,6,2018-10-10,0.21,3,333
12047000,Lovely warm home close to beach and all amenities.,64506905,Vina,,Ward 115,-33.90879,18.4017,Private room,294,2,31,2019-03-23,1.06,1,354
12051202,Private Space in Lush Newlands,52243531,Anele,,Ward 59,-33.9721,18.45216,Entire home/apt,280,3,51,2019-01-29,1.50,1,0
12053280,Develde Lifestyle Estate,64551925,Antoinette,,Ward 15,-34.0862,18.83042,Entire home/apt,1552,1,4,2017-01-08,0.13,1,0
12054768,Atlantic luxury holiday villa,18479858,Ricardo,,Ward 54,-33.95682,18.37862,Entire home/apt,9999,3,32,2019-03-24,0.89,1,322
12057484,"THURA'S PLACE: Private and secure, easy access....",30573268,Ben,,Ward 83,-34.10819,18.83727,Entire home/apt,573,3,0,,,2,177
12057688,Harbor view Simon's town,41310153,Nima,,Ward 61,-34.18342,18.42415,Entire home/apt,1259,2,0,,,1,362
12058559,Sunny apartment in De Waterkant.walk everywhere!,57373965,Dave,,Ward 115,-33.91342,18.4144,Entire home/apt,1203,2,132,2019-04-15,3.61,1,346
12063017,Cape Town sea facing 2 bed apartment with views.,59578933,Lynne,,Ward 23,-33.71256,18.4457,Entire home/apt,685,1,3,2017-10-13,0.09,1,356
12066201,Shady Oaks Acorn Cottage,43936245,Philippa,,Ward 69,-34.09685,18.37587,Entire home/apt,1203,3,4,2017-02-11,0.14,2,355
12066445,Suburban Garden Cottage,64645027,Robyn,,Ward 59,-33.97683,18.45926,Entire home/apt,378,3,36,2019-03-26,1.00,1,0
12074567,Jardin de Fees - Guestroom 2,57022327,Tamlyn,,Ward 84,-34.07062,18.85865,Private room,797,2,0,,,6,88
12074977,Spacious Clean and Cosy Room in Victorian Cottage,22763965,Paul,,Ward 115,-33.93252,18.4088,Private room,448,3,39,2019-04-13,1.06,2,316
12075064,Chester House Studio near UCT,64710096,Joy And Mike,,Ward 59,-33.95901,18.47118,Entire home/apt,601,2,8,2019-02-28,0.22,2,229
12076479,Q PENTHOUSE Art & Design ZEN,11363335,Frank,,Ward 54,-33.91904,18.38645,Entire home/apt,5999,30,3,2018-12-09,0.11,1,365
12076492,Blouberg sea and mountain views,61994577,Zelda,,Ward 23,-33.80559,18.46881,Entire home/apt,3804,7,1,2017-01-05,0.04,1,18
12076828,Beautiful relaxed bungalow with panoramic views!,1631421,Annette,,Ward 54,-33.9336,18.38008,Private room,1329,2,27,2019-03-16,0.75,1,150
12077957,"Spacious, private, pool oasis with mountain view!",29548246,Marion,,Ward 15,-34.05533,18.83999,Entire home/apt,503,3,26,2018-04-22,0.88,1,364
12079031,Mountain Feel in the City Bowl,35945588,Patrick,,Ward 77,-33.929,18.40056,Entire home/apt,1049,1,2,2016-11-24,0.06,2,0
12079196,Peaceful Place,48330612,Celeste,,Ward 71,-34.06115,18.44711,Entire home/apt,699,2,18,2019-03-20,0.49,1,345
12079984,Bayscapes 4 2 - With Views Galore,50735401,Penny,,Ward 64,-34.14891,18.43806,Entire home/apt,783,3,0,,,3,89
12080036,Relax in quiet Bakoven villa,58174856,Greg,,Ward 54,-33.96381,18.37466,Entire home/apt,11999,7,0,,,1,0
12083203,Modern apartment @ Boulders Penguin Colony!,13080443,Russell,,Ward 61,-34.19518,18.44568,Entire home/apt,1398,2,6,2018-12-06,0.18,1,222
12084028,"Stylish, Modern Apartment With Pool In Fresnaye",64762696,Steven,,Ward 54,-33.92091,18.38985,Entire home/apt,1035,4,14,2019-02-12,0.50,1,0
12085688,Charming  cottage in popular Upper WOODSTOCK,4347258,Lara,,Ward 57,-33.9334,18.44949,Entire home/apt,1650,2,3,2018-12-30,0.11,1,103
12087260,Luxury Family home on wine Farm,35048746,Marco,,Ward 105,-33.77698,18.64077,Entire home/apt,2545,1,0,,,2,364
12087536,"Sky, sea, views, walk to the beach",42930743,Shelley,,Ward 64,-34.11817,18.45509,Entire home/apt,2503,2,7,2019-01-02,0.25,1,137
12097749,Holiday & Business Accommodation,64860146,Edwin,,Ward 3,-33.89546,18.63313,Private room,601,2,5,2017-04-21,0.14,2,365
12098410,Beta Beach,23276018,Baki,,Ward 54,-33.96047,18.37403,Entire home/apt,7524,3,9,2019-01-18,0.34,21,236
12099505,Holiday & Business Accommodation,64860146,Edwin,,Ward 3,-33.89574,18.63301,Private room,699,1,3,2017-02-17,0.10,2,365
12099554,Stunning Home from Home,47003618,Lucinda,,Ward 58,-33.97388,18.48757,Entire home/apt,1007,2,22,2019-01-04,0.79,3,360
12099730,Lindsay's garden flat,55489038,Lindsay,,Ward 113,-33.82282,18.51676,Entire home/apt,350,1,31,2019-04-12,0.95,1,171
12100424,Beautiful Apartment & Sea Views,64876106,Ari,,Ward 54,-33.91385,18.39915,Entire home/apt,993,5,1,2016-04-23,0.03,1,0
12104143,Bishopsfield Self Catering in Rondebosch,21955232,Colwyn,,Ward 58,-33.96441,18.48438,Private room,923,1,0,,,1,363
12105589,Five Star 2 Bed 2 Bath Luxury Hotel Suite,14120131,Chapson,,Ward 115,-33.90819,18.41301,Entire home/apt,503,2,51,2019-04-10,1.46,11,304
12105959,"Private security estate home, Stellenbosch",44422670,Gerrit,,Ward 14,-33.93439,18.71769,Entire home/apt,1804,10,1,2016-12-31,0.04,1,0
12108619,Cape Dutch Cottage close to CBD - Best Reviews,17203604,Shadley,,Ward 57,-33.93255,18.44464,Entire home/apt,1398,1,54,2019-02-25,1.94,5,348
12108828,Montrose Guest Cottage,7539043,Nazley,,Ward 77,-33.94074,18.40954,Entire home/apt,1594,3,4,2018-12-05,0.15,5,346
12109946,Queen Vic House,64942842,Kevin,,Ward 58,-33.98243,18.47713,Entire home/apt,392,1,33,2019-04-17,1.06,1,361
12112077,"Surfers dream, waves are up!",47809117,Geraldine,,Ward 69,-34.12386,18.35327,Entire home/apt,5006,7,0,,,2,365
